fileName,publication,pubId,title,date,x,y
149.txt,World Journal,5,Profile:  Elian Karel,"Jun 23, 2009, 12:00:00 AM",45.906883239746094,-4.232456207275391
268.txt,The Continent,4,Profile:  Elian Karel,"Jun 23, 2009, 12:00:00 AM",45.84573745727539,-5.292339324951172
387.txt,Everyday News,2,Profile:  Elian Karel,"Jun 23, 2009, 12:00:00 AM",45.720489501953125,-3.9147794246673584
566.txt,News Online Today,3,NO PROGRESS ON INVESTIGATION OF POK LEADER DEATH,"Aug 12, 2009, 12:00:00 AM",3.2785873413085938,4.279298782348633
180.txt,World Journal,5,The race of boat stopped before starting,"Mar 5, 2010, 12:00:00 AM",30.131757736206055,35.59104919433594
242.txt,The Continent,4,Race of the boat stopped before starting,"Mar 5, 2010, 12:00:00 AM",30.85755729675293,35.73972702026367
812.txt,The Abila Post,22,Title Not Given,"Jun 13, 2010, 12:00:00 AM",-29.704376220703125,-31.208955764770508
334.txt,The Explainer,25,ANNIVERSARY OF PROTESTS,"Jun 14, 2010, 12:00:00 AM",-30.517478942871094,-32.38793182373047
34.txt,Central Bulletin,21,ANNIVERSARY OF PROTESTS,"Jun 14, 2010, 12:00:00 AM",-29.526647567749023,-30.93243980407715
378.txt,News Online Today,3,ANNIVERSARY OF PROTESTS,"Jun 14, 2010, 12:00:00 AM",10.924774169921875,4.127472400665283
190.txt,News Desk,24,ANNIVERSARY OF PROTESTS,"Jun 15, 2010, 12:00:00 AM",-31.18874168395996,-33.77330017089844
405.txt,Athena Speaks,23,BIRTHDAY OF THE PROTESTS,"Jun 15, 2010, 12:00:00 AM",-30.737329483032227,-32.867191314697266
286.txt,News Online Today,3,"IN REMEMBRANCE:  THE DEATH OF ELIAN KAREL, A YEAR LATER","Jun 19, 2010, 12:00:00 AM",1.1383816003799438,5.1317338943481445
770.txt,Homeland Illumination,17,Title Not Given,"Jun 19, 2010, 12:00:00 AM",-38.19716262817383,8.237122535705566
475.txt,The Abila Post,22,Title Not Given,"Jun 20, 2010, 12:00:00 AM",-16.668067932128906,-8.20288372039795
508.txt,Kronos Star,11,t at Abila Police Headquarters,"Jun 20, 2010, 12:00:00 AM",-4.8152666091918945,22.98291778564453
158.txt,The Wrap,19,"IN MEMORY:  THE DEATH OF ELIAN KAREL, A LATER YEAR","Jun 21, 2010, 12:00:00 AM",-41.08405685424805,8.54445743560791
257.txt,Daily Pegasus,20,"IN REMEMBRANCE:  THE DEATH OF ELIAN KAREL, A YEAR LATER","Jun 21, 2010, 12:00:00 AM",-39.89268493652344,8.10705852508545
523.txt,The Orb,18,"IN THE MEMORY:  The DEATH Of ELIAN KAREL, ONE YEAR AFTERWARDS","Jun 21, 2010, 12:00:00 AM",-39.15968322753906,8.278878211975098
604.txt,Central Bulletin,21,GOVERNMENT RESPONDS TO ANOTHER ROUND OF PROTESTS,"Jun 21, 2010, 12:00:00 AM",-16.634138107299805,-8.187726974487305
615.txt,Athena Speaks,23,THE GOVERNMENT ANSWERS ANOTHER ROUND OF THE PROTESTS,"Jun 21, 2010, 12:00:00 AM",-17.986547470092773,-8.197466850280762
71.txt,News Online Today,3,GOVERNMENT RESPONDS TO ANOTHER ROUND OF PROTESTS,"Jun 21, 2010, 12:00:00 AM",5.756348133087158,5.899124622344971
766.txt,News Online Today,3,POK Protest at Abila Police Headquarters,"Jun 21, 2010, 12:00:00 AM",6.088284969329834,8.642943382263184
767.txt,International News,12,POK Protest at Abila Police Headquarters,"Jun 21, 2010, 12:00:00 AM",-4.584646224975586,22.81179428100586
581.txt,The Truth,14,Protest POK at the Hoofdkwartier of the police force Abila,"Jun 22, 2010, 12:00:00 AM",-6.803207874298096,23.556516647338867
620.txt,Worldwise,15,Protest of POK to the registered offices of police force of Abila,"Jun 22, 2010, 12:00:00 AM",-5.886168479919434,24.271331787109375
644.txt,News Desk,24,THE GOVERNMENT ANSWERS TO ANOTHER ROUND OF PROTESTS,"Jun 22, 2010, 12:00:00 AM",-15.956490516662598,-9.413820266723633
670.txt,The Guide,13,Protest of POK in the headquarters of the police of Abila,"Jun 22, 2010, 12:00:00 AM",-5.476489543914795,24.3204345703125
691.txt,The Explainer,25,THE GOVERNMENT RESPONDS TO ANOTHER REDONDO OF PROTESTS,"Jun 22, 2010, 12:00:00 AM",-15.957547187805176,-6.961618900299072
233.txt,The Abila Post,22,Title Not Given,"Oct 2, 2010, 12:00:00 AM",-3.3695640563964844,-68.62358093261719
244.txt,Central Bulletin,21,PRESIDENT KAPELOU II ELECTED BY RECORD MARGIN,"Oct 3, 2010, 12:00:00 AM",-2.7793684005737305,-69.27307891845703
489.txt,News Online Today,3,PRESIDENT KAPELOU II ELECTED BY RECORD MARGIN,"Oct 3, 2010, 12:00:00 AM",-2.0585758686065674,-69.1999740600586
588.txt,News Desk,24,PRESIDENT KAPELOU II THAT BY THE FORK OF THE REPORT ARE PREFERRED,"Oct 3, 2010, 12:00:00 AM",-2.6405446529388428,-70.48631286621094
382.txt,The Explainer,25,PRESIDENT KAPELOU II CHOSE BY THE REGISTRY MARGIN,"Oct 4, 2010, 12:00:00 AM",-3.3899505138397217,-69.50126647949219
601.txt,Athena Speaks,23,PRESIDENT KAPELOU II A ELECTED BY THE MARGIN RECORD,"Oct 4, 2010, 12:00:00 AM",-4.424516677856445,-69.76322174072266
345.txt,The General Post,10,PREOCCUPATIONS OF THE INVESTMENT OF BUSINESS IN KRONOS,"Dec 18, 2010, 12:00:00 AM",-26.98959732055664,-13.68781566619873
432.txt,The Light of Truth,7,PREOCCUPATIONS With a PRODUCTIVE INVESTMENT IN KRONOS,"Dec 18, 2010, 12:00:00 AM",-26.954818725585938,-13.764352798461914
370.txt,The Tulip,9,THE CARE OF TRADE INVESTMENTS IN KRONOS,"Dec 19, 2010, 12:00:00 AM",-27.202665328979492,-13.158660888671875
576.txt,The Abila Post,22,Title Not Given,"May 14, 2011, 12:00:00 AM",-35.691890716552734,-24.52958106994629
389.txt,News Online Today,3,DRUG RELATED ARRESTS ON THE RISE,"May 15, 2011, 12:00:00 AM",-34.74568557739258,-24.030166625976562
433.txt,Athena Speaks,23,ARRESTS CONNECTED BY DRUG ON RISE,"May 15, 2011, 12:00:00 AM",-36.76033401489258,-24.15119743347168
571.txt,News Desk,24,DRUG RELATED ARRESTS ON THE INCREASE,"May 15, 2011, 12:00:00 AM",-36.153465270996094,-25.07964324951172
661.txt,The Explainer,25,RELATED HALTINGS DRUG IN THE ASCENT,"May 16, 2011, 12:00:00 AM",-36.40959167480469,-25.688526153564453
161.txt,Homeland Illumination,17,Title Not Given,"Jun 20, 2011, 12:00:00 AM",-39.769065856933594,3.9769251346588135
225.txt,Homeland Illumination,17,Title Not Given,"Jun 20, 2011, 12:00:00 AM",-39.769065856933594,3.9769251346588135
28.txt,Kronos Star,11,ters Vandalize Siopa District,"Jun 20, 2011, 12:00:00 AM",58.07875442504883,-77.28636169433594
175.txt,Daily Pegasus,20,A GLANCE BEHIND IN A CUT TRAGICAL OF THE LIFE PUTS IN SHORT CIRCUIT: ELIAN KAREL,"Jun 21, 2011, 12:00:00 AM",-40.18320846557617,6.443689823150635
288.txt,News Online Today,3,A LOOK BACK AT A LIFE CUT TRAGICAL SHORT: ELIAN KAREL,"Jun 21, 2011, 12:00:00 AM",-37.93072509765625,3.1458091735839844
416.txt,News Online Today,3,POK Protesters Vandalize Siopa District,"Jun 21, 2011, 12:00:00 AM",0.7677028775215149,7.52993106842041
77.txt,All News Today,16,A LOOK BACK AT A LIFE CUT TRAGICAL SHORT: ELIAN KAREL,"Jun 21, 2011, 12:00:00 AM",-38.82530975341797,3.6668055057525635
774.txt,Worldwise,15,Zone of Vandalize Siopa of protesters of POK,"Jun 21, 2011, 12:00:00 AM",-0.6372166872024536,12.68449592590332
249.txt,The Orb,18,A GLANCE BEHIND WITH SHORTS OF TRAGEDY OF CUT OF THE LIFE: ELIAN KAREL,"Jun 22, 2011, 12:00:00 AM",-40.37086868286133,5.819521427154541
361.txt,The Truth,14,Protesters POK the district of Vandalize Siopa,"Jun 22, 2011, 12:00:00 AM",3.229296922683716,9.274574279785156
754.txt,The Guide,13,The POK demonstrators destroy districto of Siopa,"Jun 22, 2011, 12:00:00 AM",-5.365577697753906,9.350431442260742
799.txt,The Wrap,19,A CAN ON LIVING CUT TRAGICAL SHORT: ELIAN KAREL,"Jun 22, 2011, 12:00:00 AM",-41.12410354614258,5.570777893066406
548.txt,Kronos Star,11,"d a ""Public Threat""","Jul 27, 2011, 12:00:00 AM",34.6233024597168,-86.00426483154297
705.txt,The Abila Post,22,Title Not Given,"Jul 27, 2011, 12:00:00 AM",56.67266082763672,-10.12482738494873
123.txt,Central Bulletin,21,GOVERNMENT LABELS POK 'PUBLIC THREAT',"Jul 28, 2011, 12:00:00 AM",56.246891021728516,-9.958381652832031
224.txt,The Guide,13,"Labeled POK a ""public threat""","Jul 28, 2011, 12:00:00 AM",0.3990016579627991,10.07852554321289
45.txt,News Online Today,3,"POK Labeled a ""Public Threat""","Jul 28, 2011, 12:00:00 AM",-1.8590971231460571,7.9456400871276855
499.txt,International News,12,"POK Labeled a ""Public Threat""","Jul 28, 2011, 12:00:00 AM",-2.779959201812744,10.462371826171875
527.txt,The Explainer,25,"THE GOVERNMENT LABELS POK ""THREATENS PUBLIC""","Jul 28, 2011, 12:00:00 AM",57.318931579589844,-11.18384075164795
757.txt,News Desk,24,THE LABELS POK PUBLIC THREAT OF THE GOVERNMENT,"Jul 28, 2011, 12:00:00 AM",57.544376373291016,-9.593860626220703
96.txt,The Truth,14,POK Ge?tiketteerdi a public threat,"Jul 28, 2011, 12:00:00 AM",-4.2620391845703125,6.910383224487305
629.txt,Worldwise,15,"POK marked ""a public threat""","Jul 29, 2011, 12:00:00 AM",-1.1542421579360962,5.643877983093262
64.txt,Athena Speaks,23,"THE GOVERNMENT MARKS POK ""THREATENS PUBLIC""","Jul 29, 2011, 12:00:00 AM",57.94019317626953,-10.360502243041992
696.txt,The Abila Post,22,Title Not Given,"Nov 22, 2011, 12:00:00 AM",1.0664703845977783,-40.91840362548828
205.txt,The Explainer,25,DRYING PAPER OF THE HALTING OF THE POLICE OF KRONOS - ABILA,"Nov 23, 2011, 12:00:00 AM",0.06986351311206818,-41.7459831237793
255.txt,Athena Speaks,23,BLOTTER Of ARREST OF POLICE FORCE OF KRONOS - ABILA,"Nov 23, 2011, 12:00:00 AM",-6.1578779220581055,95.9896240234375
323.txt,News Online Today,3,KRONOS POLICE ARREST BLOTTER - ABILA,"Nov 23, 2011, 12:00:00 AM",1.285172700881958,-40.103092193603516
37.txt,Central Bulletin,21,KRONOS POLICE ARREST BLOTTER - ABILA,"Nov 23, 2011, 12:00:00 AM",1.3370922803878784,-40.565250396728516
839.txt,News Desk,24,ARREST BLOTTER OF THE POLICE FORCE KRONOS - ABILA,"Nov 24, 2011, 12:00:00 AM",2.504617214202881,-41.07936096191406
266.txt,News Online Today,3,POK MEMBERS TARGETED BY ABILA POLICE,"Feb 5, 2012, 12:00:00 AM",3.284588575363159,6.633040904998779
238.txt,International Times,0,"Kronos' oil and gas industry has warned it faces its ""biggest challenge in 20 years"" due to the low levels of exploration.","Feb 20, 2012, 12:00:00 AM",-58.786376953125,-8.238611221313477
457.txt,The Continent,4,Oil and the gas the industry has warned of Kronos it for its most formidable challenge in 20 years because of the low levels of exploration stands.,"Feb 21, 2012, 12:00:00 AM",-59.2470588684082,-9.45540714263916
739.txt,World Journal,5,"The gas and oil industry of Kronos informed that it takes up its ""greater challenge in 20 years"" of due to the bottom grades of exploration.","Feb 21, 2012, 12:00:00 AM",-59.4275016784668,-8.681281089782715
819.txt,News Online Today,3,Gas Industry Challenged,"Feb 21, 2012, 12:00:00 AM",-58.133914947509766,-7.675107955932617
80.txt,Everyday News,2,"The industry of the oil and the gas of Kronos has noticed that it faces his ""greater challenge of 20 years"" of due to the low levels of the exploration.","Feb 22, 2012, 12:00:00 AM",-59.845123291015625,-8.580805778503418
379.txt,Kronos Star,11,f Health Receives Threats from POK,"Mar 7, 2012, 12:00:00 AM",-18.83722686767578,-33.01543045043945
228.txt,Worldwise,15,The Minister for health receives threats of POK,"Mar 8, 2012, 12:00:00 AM",-17.886003494262695,-31.716333389282227
265.txt,The Abila Post,22,Title Not Given,"Mar 8, 2012, 12:00:00 AM",-21.593299865722656,-36.884620666503906
584.txt,The Truth,14,The minister of health receives threats of POK,"Mar 8, 2012, 12:00:00 AM",-18.09514045715332,-31.971559524536133
797.txt,News Online Today,3,Minister of Health Receives Threats from POK,"Mar 8, 2012, 12:00:00 AM",-0.42390936613082886,-2.037208318710327
258.txt,The Explainer,25,THE THREATS PUBLISHED BY POK,"Mar 9, 2012, 12:00:00 AM",-21.437341690063477,-38.0291633605957
373.txt,The Guide,13,The minister of the health receives POK threats,"Mar 9, 2012, 12:00:00 AM",-17.61952018737793,-31.359628677368164
549.txt,News Online Today,3,THREATS ISSUED BY POK,"Mar 9, 2012, 12:00:00 AM",-1.0505528450012207,-4.364853858947754
104.txt,News Desk,24,THREATS WHICH ARE SPENT BY POK,"Mar 10, 2012, 12:00:00 AM",-22.413312911987305,-36.987911224365234
610.txt,Athena Speaks,23,THE THREATS PUBLISHED BY POK,"Mar 10, 2012, 12:00:00 AM",-22.207185745239258,-37.31193923950195
135.txt,All News Today,16,RALLY SCHEDULED IN SUPPORT OF INCREASED GOVERNMENT ACCOUNTABILITY,"Apr 9, 2012, 12:00:00 AM",14.57596206665039,18.28508949279785
358.txt,Homeland Illumination,17,Title Not Given,"Apr 9, 2012, 12:00:00 AM",14.575346946716309,18.283248901367188
239.txt,The Orb,18,GATHERING PROGRAMMED IN SUPPORT OF THE RESPONSIBILITY INCREASED FOR GOVERNMENT,"Apr 10, 2012, 12:00:00 AM",-6.17085075378418,-36.507301330566406
414.txt,News Online Today,3,RALLY SCHEDULED IN SUPPORT OF INCREASED GOVERNMENT ACCOUNTABILITY,"Apr 10, 2012, 12:00:00 AM",-2.7041852474212646,-2.7201650142669678
773.txt,Daily Pegasus,20,MEETING TO PROGRAM IN SUPPORT OF INCREASING RESPONSIBILITY OF THE GOVERNMENT,"Apr 10, 2012, 12:00:00 AM",-76.7334213256836,61.86649703979492
207.txt,The Wrap,19,COLLECTION WHICH IS PLANNED TO SUPPORT OF THE RAISED DUTY OF RESPONSIBILITY OF THE GOVERNMENT,"Apr 11, 2012, 12:00:00 AM",-6.172073841094971,-36.504093170166016
132.txt,World Source,1,Abila police break up sit-in turned violent at the presidential manor,"Jun 20, 2012, 12:00:00 AM",20.99909782409668,32.31307601928711
18.txt,Homeland Illumination,17,Title Not Given,"Jun 20, 2012, 12:00:00 AM",23.688512802124023,-40.69819259643555
282.txt,International Times,0,Abila police break up sit-in turned violent at the presidential manor,"Jun 20, 2012, 12:00:00 AM",21.24399757385254,32.5933723449707
364.txt,Kronos Star,11,rsary Rally Ends in Riot,"Jun 20, 2012, 12:00:00 AM",-9.991988182067871,7.627233505249023
570.txt,News Online Today,3,POK REMEMBERS MARTYRED LEADER,"Jun 20, 2012, 12:00:00 AM",23.052574157714844,-39.47875213623047
698.txt,All News Today,16,POK REMEMBERS MARTYRED LEADER,"Jun 20, 2012, 12:00:00 AM",23.477996826171875,-40.27531814575195
785.txt,News Online Today,3,POK Anniversary Rally Ends in Riot,"Jun 20, 2012, 12:00:00 AM",-2.4814770221710205,-1.578616976737976
89.txt,International News,12,POK Anniversary Rally Ends in Riot,"Jun 20, 2012, 12:00:00 AM",-10.00018310546875,7.61535120010376
116.txt,The Wrap,19,POK REMIND LEADER MARTYRED,"Jun 21, 2012, 12:00:00 AM",25.07975196838379,-41.809539794921875
318.txt,The Continent,4,Zitten-in divide the police force of Abila twisted violently at presidential manor,"Jun 21, 2012, 12:00:00 AM",22.497568130493164,33.045955657958984
343.txt,Everyday News,2,The police of Abila breaks itself for above will seat dice returned violent in se?or?o presidential,"Jun 21, 2012, 12:00:00 AM",21.240232467651367,33.871726989746094
351.txt,World Journal,5,The police force of Abila breaks upwards rest-in turned violent one with the presidential manor,"Jun 21, 2012, 12:00:00 AM",21.42196273803711,34.18601989746094
541.txt,Kronos Star,11,"lls POK ""A Gang of Criminals""","Jun 21, 2012, 12:00:00 AM",31.964162826538086,111.83338928222656
57.txt,News Online Today,3,Abila police break up sit-in turned violent at the presidential manor,"Jun 21, 2012, 12:00:00 AM",20.493057250976562,31.364702224731445
645.txt,The Truth,14,The ends of the collection of the anniversary POK in babble,"Jun 21, 2012, 12:00:00 AM",16.756174087524414,112.01155853271484
664.txt,The Guide,13,Ends of the meeting of the anniversary of POK in uproar,"Jun 21, 2012, 12:00:00 AM",108.11079406738281,-42.58168029785156
816.txt,Worldwise,15,Ends of gathering of birthday of POK in the riot,"Jun 21, 2012, 12:00:00 AM",-116.24088287353516,18.636207580566406
337.txt,News Online Today,3,"Kapelou Calls POK ""A Gang of Criminals""","Jun 22, 2012, 12:00:00 AM",-1.2558542490005493,-1.2582511901855469
572.txt,Daily Pegasus,20,POK REMEMBERS MARTYRED LEADER,"Jun 22, 2012, 12:00:00 AM",23.733816146850586,-41.85710525512695
662.txt,The Orb,18,POK SE POINTS OUT THE CHIEF OF MARTYRED,"Jun 22, 2012, 12:00:00 AM",24.209016799926758,-41.799007415771484
75.txt,International News,12,"Kapelou Calls POK ""A Gang of Criminals""","Jun 22, 2012, 12:00:00 AM",-3.6771771907806396,-1.14725923538208
792.txt,Worldwise,15,"Kapelou calls POK ""a troop of the criminals""","Jun 22, 2012, 12:00:00 AM",-2.16397762298584,-0.47713935375213623
156.txt,The Truth,14,The question POK of Kapelou a troop of criminals,"Jun 23, 2012, 12:00:00 AM",-0.08571607619524002,-0.9219727516174316
194.txt,The Guide,13,"Kapelou calls POK ""one group of criminals""","Jun 23, 2012, 12:00:00 AM",-2.2076761722564697,0.8344453573226929
184.txt,News Online Today,3,WHO ARE THE PROTESTERS,"Aug 22, 2012, 12:00:00 AM",-12.314809799194336,111.89141082763672
54.txt,The Abila Post,22,Title Not Given,"Aug 22, 2012, 12:00:00 AM",-40.42585754394531,25.849853515625
213.txt,Central Bulletin,21,WHO ARE THE PROTESTERS,"Aug 23, 2012, 12:00:00 AM",-40.11433410644531,25.66244125366211
709.txt,News Desk,24,THE WGO ARE PROTESTERS,"Aug 23, 2012, 12:00:00 AM",-41.38102340698242,25.709522247314453
300.txt,The Explainer,25,THE WHO IS THE DEMONSTRATORS,"Aug 24, 2012, 12:00:00 AM",-40.75880813598633,27.02018928527832
74.txt,Athena Speaks,23,WHO ARE the PROTESTERS,"Aug 24, 2012, 12:00:00 AM",-41.124610900878906,26.981550216674805
33.txt,Homeland Illumination,17,Title Not Given,"Sep 7, 2012, 12:00:00 AM",-51.8921012878418,22.792634963989258
0.txt,The Orb,18,BUMP OF PROTESTS IN ABILA IN RESPONSE TO THE CALLS TO THE ACTION,"Sep 8, 2012, 12:00:00 AM",-52.96742248535156,23.214555740356445
346.txt,News Online Today,3,PROTESTS SWELL IN ABILA IN RESPONSE TO CALLS TO ACTION,"Sep 8, 2012, 12:00:00 AM",-1.0127331018447876,-0.06645234674215317
520.txt,The Wrap,19,THE PROTESTS SWELL IN ABILA IN REPLY TO QUESTION TO ACTION,"Sep 8, 2012, 12:00:00 AM",-53.37977981567383,23.30944061279297
753.txt,All News Today,16,PROTESTS SWELL IN ABILA IN RESPONSE TO CALLS TO ACTION,"Sep 8, 2012, 12:00:00 AM",-51.780418395996094,22.75336265563965
101.txt,Daily Pegasus,20,THE DEMONSTRATION ATTRACTS THOUSANDS IN SPITE OF RAIN,"Nov 11, 2012, 12:00:00 AM",0.7815473675727844,23.206979751586914
108.txt,News Online Today,3,POK DEMONSTRATIONS ON THE INCREASE,"Nov 12, 2012, 12:00:00 AM",-3.402024507522583,0.16577693819999695
840.txt,The Orb,18,THE DEMONSTRATION ATTRACTS THOUSANDS IN SPITE OF RAIN,"Nov 12, 2012, 12:00:00 AM",0.7874047756195068,23.708114624023438
843.txt,The Wrap,19,DEMONSTRATION ATTRACTS THOUSANDS IN SPITE OF RAIN,"Nov 12, 2012, 12:00:00 AM",0.7931870222091675,24.2650146484375
651.txt,International Times,0,Abila Hospitals Seeing Influx of Designer Drug Users,"Feb 7, 2013, 12:00:00 AM",29.692628860473633,3.296517848968506
124.txt,News Online Today,3,Abila Hospitals Seeing Influx of Designer Drug Users,"Feb 8, 2013, 12:00:00 AM",29.158021926879883,3.134455442428589
530.txt,The Continent,4,The hospitals which see Toevloed of the users of the drug of the designer of Abila,"Feb 8, 2013, 12:00:00 AM",30.586585998535156,4.068681716918945
81.txt,World Journal,5,Hospital of Abila seeing the surge of the users of drug of originator,"Feb 9, 2013, 12:00:00 AM",31.598098754882812,3.205782175064087
93.txt,Everyday News,2,Hospitals of Abila that see the affluence of the designer drug users,"Feb 9, 2013, 12:00:00 AM",30.98250961303711,3.440053939819336
150.txt,International Times,0,GAStech,"Feb 22, 2013, 12:00:00 AM",-28.438844680786133,48.64802169799805
303.txt,News Online Today,3,GAStech Profile,"Feb 22, 2013, 12:00:00 AM",-27.901718139648438,49.81635284423828
393.txt,World Source,1,GAStech Profile,"Feb 22, 2013, 12:00:00 AM",-28.20562744140625,49.12166976928711
147.txt,Everyday News,2,GAStech,"Feb 24, 2013, 12:00:00 AM",-28.353092193603516,47.04885482788086
580.txt,The Continent,4,GAStech,"Feb 24, 2013, 12:00:00 AM",-29.586652755737305,47.89299392700195
648.txt,World Journal,5,GAStech,"Feb 24, 2013, 12:00:00 AM",-28.614154815673828,47.1632080078125
130.txt,Kronos Star,11,"Rally Ends in Riot, Again","Jun 20, 2013, 12:00:00 AM",40.294036865234375,4.804505348205566
252.txt,News Online Today,3,"Annual POK Rally Ends in Riot, Again","Jun 20, 2013, 12:00:00 AM",40.09416198730469,3.341895818710327
290.txt,Homeland Illumination,17,Title Not Given,"Jun 20, 2013, 12:00:00 AM",16.941831588745117,41.2446403503418
374.txt,International News,12,"Annual POK Rally Ends in Riot, Again","Jun 20, 2013, 12:00:00 AM",40.27471923828125,4.911489009857178
341.txt,All News Today,16,WHO BRINGS A GUN TO A SIT IN?,"Jun 21, 2013, 12:00:00 AM",15.75521469116211,40.80668258666992
394.txt,The Truth,14,"The annual ends of the collection POK in babble, again","Jun 21, 2013, 12:00:00 AM",38.73015213012695,5.486652851104736
769.txt,The Wrap,19,THE WGO BRING IN A GUN TO A PASVORM?,"Jun 21, 2013, 12:00:00 AM",17.98006820678711,42.60379409790039
833.txt,News Online Today,3,KAREL DEATH ANNIVERSARY,"Jun 21, 2013, 12:00:00 AM",-5.95536470413208,-1.2981784343719482
189.txt,The Guide,13,"Annual ends of the meeting of POK in uproar, again","Jun 22, 2013, 12:00:00 AM",41.431095123291016,5.576347827911377
538.txt,Worldwise,15,"Annual ends of gathering of POK in the riot, still","Jun 22, 2013, 12:00:00 AM",41.239322662353516,6.41891622543335
575.txt,The Orb,18,Does WHO BRING a GUN TO ONE TO REST INSIDE?,"Jun 22, 2013, 12:00:00 AM",17.691879272460938,41.535118103027344
700.txt,Daily Pegasus,20,THE WHO BRINGS A WEAPON TO SEATING INSIDE?,"Jun 22, 2013, 12:00:00 AM",18.07163429260254,41.22905349731445
82.txt,News Online Today,3,GOVERNMENT DECLARES POK TO BE TERRORIST GROUP,"Jun 30, 2013, 12:00:00 AM",44.37094497680664,103.52249908447266
809.txt,The World,6,SANJORGE JR. TAKING GASTECH INTERNATIONAL PUBLIC,"Sep 2, 2013, 12:00:00 AM",6.045814037322998,45.65343475341797
119.txt,The Tulip,9,SANJORGE JR. THAT INTERNATIONALLY PUBLIC GASTECH TAKE,"Sep 3, 2013, 12:00:00 AM",7.145670413970947,45.61561584472656
46.txt,News Online Today,3,SANJORGE JR. TAKING GASTECH INTERNATIONAL PUBLIC,"Sep 3, 2013, 12:00:00 AM",5.5727219581604,44.57460403442383
102.txt,The Light of Truth,7,JR. SANJORGE TAKING WITH GASTECH THE INTERNATIONAL PUBLIC,"Sep 4, 2013, 12:00:00 AM",5.942465305328369,46.158203125
336.txt,The General Post,10,JR OF SANJORGE THAT TAKES TO GASTECH THE PUBLIC INTERNATIONAL,"Sep 4, 2013, 12:00:00 AM",5.387271404266357,46.89665222167969
287.txt,International Times,0,Unknown,"Oct 21, 2013, 12:00:00 AM",39.02658462524414,-27.04540252685547
513.txt,The Continent,4,Unknown,"Oct 22, 2013, 12:00:00 AM",38.302528381347656,-27.88395118713379
590.txt,News Online Today,3,Multi-Country Task Force Formed,"Oct 22, 2013, 12:00:00 AM",39.357215881347656,-25.56300926208496
775.txt,World Source,1,Multi-Country Task Force Formed,"Oct 22, 2013, 12:00:00 AM",39.19356155395508,-26.34252166748047
506.txt,International Times,0,Kronos protests break out in violence,"Nov 12, 2013, 12:00:00 AM",-24.877094268798828,36.60908126831055
126.txt,World Journal,5,The protests of Kronos burst in violence,"Nov 13, 2013, 12:00:00 AM",-26.01582908630371,37.42451477050781
446.txt,News Online Today,3,Kronos protests break out in violence,"Nov 13, 2013, 12:00:00 AM",-24.301353454589844,35.98849105834961
608.txt,Everyday News,2,The protests of Kronos explode in violence,"Nov 13, 2013, 12:00:00 AM",-25.975282669067383,37.23775863647461
88.txt,The Continent,4,The protests of Kronos break out in violence,"Nov 13, 2013, 12:00:00 AM",-25.051172256469727,38.157508850097656
181.txt,Kronos Star,11,t Police in Abila,"Dec 15, 2013, 12:00:00 AM",23.318334579467773,-3.9113407135009766
25.txt,News Online Today,3,BRAZEN DAY TIME ASSAULT BY POK,"Dec 16, 2013, 12:00:00 AM",-11.302046775817871,-8.089509010314941
333.txt,International News,12,POK Assault Police in Abila,"Dec 16, 2013, 12:00:00 AM",-24.951641082763672,-2.0188541412353516
388.txt,The Guide,13,Police of the assault of POK in Abila,"Dec 16, 2013, 12:00:00 AM",-25.24608612060547,-0.9539213180541992
480.txt,The Truth,14,The police force of the attack POK in Abila,"Dec 16, 2013, 12:00:00 AM",-19.014211654663086,31.252979278564453
553.txt,Worldwise,15,Attack of POK in Abila organizes,"Dec 16, 2013, 12:00:00 AM",-25.433673858642578,1.795091986656189
559.txt,The World,6,HUGE IPO MAKES SANJORGE BILLIONAIRE,"Dec 16, 2013, 12:00:00 AM",-8.832768440246582,-54.26509475708008
777.txt,News Online Today,3,POK Assault Police in Abila,"Dec 16, 2013, 12:00:00 AM",-9.191041946411133,-9.771641731262207
83.txt,The Abila Post,22,Title Not Given,"Dec 16, 2013, 12:00:00 AM",22.396892547607422,-4.574061870574951
86.txt,News Online Today,3,HUGE IPO MAKES SANJORGE BILLIONAIRE,"Dec 16, 2013, 12:00:00 AM",-11.060961723327637,-2.8803741931915283
209.txt,News Online Today,3,GOVERNMENT STANDS UP ANTI-TERRORIST TASK FORCE,"Dec 17, 2013, 12:00:00 AM",-85.22158813476562,-46.38494110107422
231.txt,Athena Speaks,23,BRONZE ATTACK OF TIME OF DAY BY POK,"Dec 17, 2013, 12:00:00 AM",-25.43583869934082,1.751078724861145
260.txt,The Explainer,25,ASSAULT BEHAVED SHAMELESSLY OF TIME OF THE DAY BY POK,"Dec 17, 2013, 12:00:00 AM",-25.352624893188477,-0.5476948618888855
360.txt,The Tulip,9,GIANT IPO MAKE SANJORGE BILLION AIR,"Dec 17, 2013, 12:00:00 AM",-3.2999517917633057,-50.354679107666016
375.txt,Who What News,8,HUGE IPO MAKES SANJORGE BILLIONAIRE,"Dec 17, 2013, 12:00:00 AM",-9.101627349853516,-54.082462310791016
800.txt,Central Bulletin,21,BRAZEN DAY TIME ASSAULT BY POK,"Dec 17, 2013, 12:00:00 AM",22.12660026550293,-4.763575553894043
